chrom	start	end	hit_type	alt_hit_type	hits	alt_hits	pair_prop	alt_prop	pair_totprop	pair_totgoodprop	pair_totcloseprop	winsize	winstep	pair_fpkm	alt_fpkm	pair_prop_fpkm	alt_prop_fpkm	
2R	5690000	5790000	paired	self	1	127	0.0078125	0.9921875	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.76933328	0.0078125	0.9921875
2R	6000000	6100000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	6010000	6110000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	6020000	6120000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	6030000	6130000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	6040000	6140000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	6050000	6150000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	6060000	6160000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	6070000	6170000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	6080000	6180000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	6090000	6190000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	6200000	6300000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	6210000	6310000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	6220000	6320000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	6230000	6330000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	6240000	6340000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	6250000	6350000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	6260000	6360000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	6270000	6370000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	6280000	6380000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	6290000	6390000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	7800000	7900000	paired	self	1	149	0.0066666667	0.99333333	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.90260362	0.0066666667	0.99333333
2R	7810000	7910000	paired	self	1	149	0.0066666667	0.99333333	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.90260362	0.0066666667	0.99333333
2R	7820000	7920000	paired	self	1	149	0.0066666667	0.99333333	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.90260362	0.0066666667	0.99333333
2R	7830000	7930000	paired	self	1	149	0.0066666667	0.99333333	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.90260362	0.0066666667	0.99333333
2R	7840000	7940000	paired	self	1	149	0.0066666667	0.99333333	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.90260362	0.0066666667	0.99333333
2R	7850000	7950000	paired	self	1	149	0.0066666667	0.99333333	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.90260362	0.0066666667	0.99333333
2R	7860000	7960000	paired	self	1	149	0.0066666667	0.99333333	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.90260362	0.0066666667	0.99333333
2R	7870000	7970000	paired	self	1	149	0.0066666667	0.99333333	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.90260362	0.0066666667	0.99333333
2R	7880000	7980000	paired	self	1	149	0.0066666667	0.99333333	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.90260362	0.0066666667	0.99333333
2R	7890000	7990000	paired	self	1	149	0.0066666667	0.99333333	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.90260362	0.0066666667	0.99333333
2R	9000000	9100000	paired	self	1	112	0.0088495575	0.99115044	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.67846715	0.0088495575	0.99115044
2R	9010000	9110000	paired	self	1	112	0.0088495575	0.99115044	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.67846715	0.0088495575	0.99115044
2R	9020000	9120000	paired	self	1	112	0.0088495575	0.99115044	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.67846715	0.0088495575	0.99115044
2R	9030000	9130000	paired	self	1	112	0.0088495575	0.99115044	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.67846715	0.0088495575	0.99115044
2R	9040000	9140000	paired	self	1	112	0.0088495575	0.99115044	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.67846715	0.0088495575	0.99115044
2R	9050000	9150000	paired	self	1	112	0.0088495575	0.99115044	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.67846715	0.0088495575	0.99115044
2R	9060000	9160000	paired	self	1	112	0.0088495575	0.99115044	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.67846715	0.0088495575	0.99115044
2R	9070000	9170000	paired	self	1	112	0.0088495575	0.99115044	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.67846715	0.0088495575	0.99115044
2R	9080000	9180000	paired	self	1	112	0.0088495575	0.99115044	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.67846715	0.0088495575	0.99115044
2R	9090000	9190000	paired	self	1	112	0.0088495575	0.99115044	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.67846715	0.0088495575	0.99115044
2R	9300000	9400000	paired	self	1	148	0.0067114094	0.99328859	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.89654588	0.0067114094	0.99328859
2R	9310000	9410000	paired	self	1	148	0.0067114094	0.99328859	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.89654588	0.0067114094	0.99328859
2R	9320000	9420000	paired	self	1	148	0.0067114094	0.99328859	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.89654588	0.0067114094	0.99328859
2R	9330000	9430000	paired	self	1	148	0.0067114094	0.99328859	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.89654588	0.0067114094	0.99328859
2R	9340000	9440000	paired	self	1	148	0.0067114094	0.99328859	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.89654588	0.0067114094	0.99328859
2R	9350000	9450000	paired	self	1	148	0.0067114094	0.99328859	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.89654588	0.0067114094	0.99328859
2R	9360000	9460000	paired	self	1	148	0.0067114094	0.99328859	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.89654588	0.0067114094	0.99328859
2R	9370000	9470000	paired	self	1	148	0.0067114094	0.99328859	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.89654588	0.0067114094	0.99328859
2R	9380000	9480000	paired	self	1	148	0.0067114094	0.99328859	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.89654588	0.0067114094	0.99328859
2R	9390000	9490000	paired	self	1	148	0.0067114094	0.99328859	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.89654588	0.0067114094	0.99328859
2R	10400000	10500000	paired	self	2	170	0.011627907	0.98837209	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	1.0298162	0.011627907	0.98837209
2R	10410000	10510000	paired	self	2	170	0.011627907	0.98837209	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	1.0298162	0.011627907	0.98837209
2R	10420000	10520000	paired	self	2	170	0.011627907	0.98837209	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	1.0298162	0.011627907	0.98837209
2R	10430000	10530000	paired	self	2	170	0.011627907	0.98837209	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	1.0298162	0.011627907	0.98837209
2R	10440000	10540000	paired	self	2	170	0.011627907	0.98837209	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	1.0298162	0.011627907	0.98837209
2R	10450000	10550000	paired	self	2	170	0.011627907	0.98837209	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	1.0298162	0.011627907	0.98837209
2R	10460000	10560000	paired	self	2	170	0.011627907	0.98837209	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	1.0298162	0.011627907	0.98837209
2R	10470000	10570000	paired	self	2	170	0.011627907	0.98837209	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	1.0298162	0.011627907	0.98837209
2R	10480000	10580000	paired	self	2	170	0.011627907	0.98837209	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	1.0298162	0.011627907	0.98837209
2R	10490000	10590000	paired	self	2	170	0.011627907	0.98837209	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	1.0298162	0.011627907	0.98837209
2R	10700000	10800000	paired	self	1	146	0.0068027211	0.99319728	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.88443039	0.0068027211	0.99319728
2R	10710000	10810000	paired	self	1	146	0.0068027211	0.99319728	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.88443039	0.0068027211	0.99319728
2R	10720000	10820000	paired	self	1	146	0.0068027211	0.99319728	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.88443039	0.0068027211	0.99319728
2R	10730000	10830000	paired	self	1	146	0.0068027211	0.99319728	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.88443039	0.0068027211	0.99319728
2R	10740000	10840000	paired	self	1	146	0.0068027211	0.99319728	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.88443039	0.0068027211	0.99319728
2R	10750000	10850000	paired	self	1	146	0.0068027211	0.99319728	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.88443039	0.0068027211	0.99319728
2R	10760000	10860000	paired	self	1	146	0.0068027211	0.99319728	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.88443039	0.0068027211	0.99319728
2R	10770000	10870000	paired	self	1	146	0.0068027211	0.99319728	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.88443039	0.0068027211	0.99319728
2R	10780000	10880000	paired	self	1	146	0.0068027211	0.99319728	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.88443039	0.0068027211	0.99319728
2R	10790000	10890000	paired	self	1	146	0.0068027211	0.99319728	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.88443039	0.0068027211	0.99319728
2R	12500000	12600000	paired	self	2	128	0.015384615	0.98461538	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.77539103	0.015384615	0.98461538
2R	12510000	12610000	paired	self	2	128	0.015384615	0.98461538	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.77539103	0.015384615	0.98461538
2R	12520000	12620000	paired	self	2	128	0.015384615	0.98461538	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.77539103	0.015384615	0.98461538
2R	12530000	12630000	paired	self	2	128	0.015384615	0.98461538	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.77539103	0.015384615	0.98461538
2R	12540000	12640000	paired	self	2	128	0.015384615	0.98461538	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.77539103	0.015384615	0.98461538
2R	12550000	12650000	paired	self	2	128	0.015384615	0.98461538	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.77539103	0.015384615	0.98461538
2R	12560000	12660000	paired	self	2	128	0.015384615	0.98461538	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.77539103	0.015384615	0.98461538
2R	12570000	12670000	paired	self	2	128	0.015384615	0.98461538	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.77539103	0.015384615	0.98461538
2R	12580000	12680000	paired	self	2	128	0.015384615	0.98461538	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.77539103	0.015384615	0.98461538
2R	12590000	12690000	paired	self	2	128	0.015384615	0.98461538	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.77539103	0.015384615	0.98461538
2R	13100000	13200000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	13110000	13210000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	13120000	13220000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	13130000	13230000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	13140000	13240000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	13150000	13250000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	13160000	13260000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	13170000	13270000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	13180000	13280000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	13190000	13290000	paired	self	1	138	0.0071942446	0.99280576	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.83596845	0.0071942446	0.99280576
2R	13300000	13400000	paired	self	1	143	0.0069444444	0.99305556	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.86625716	0.0069444444	0.99305556
2R	13310000	13410000	paired	self	1	143	0.0069444444	0.99305556	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.86625716	0.0069444444	0.99305556
2R	13320000	13420000	paired	self	1	143	0.0069444444	0.99305556	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.86625716	0.0069444444	0.99305556
2R	13330000	13430000	paired	self	1	143	0.0069444444	0.99305556	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.86625716	0.0069444444	0.99305556
2R	13340000	13440000	paired	self	1	143	0.0069444444	0.99305556	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.86625716	0.0069444444	0.99305556
2R	13350000	13450000	paired	self	1	143	0.0069444444	0.99305556	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.86625716	0.0069444444	0.99305556
2R	13360000	13460000	paired	self	1	143	0.0069444444	0.99305556	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.86625716	0.0069444444	0.99305556
2R	13370000	13470000	paired	self	1	143	0.0069444444	0.99305556	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.86625716	0.0069444444	0.99305556
2R	13380000	13480000	paired	self	1	143	0.0069444444	0.99305556	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.86625716	0.0069444444	0.99305556
2R	13390000	13490000	paired	self	1	143	0.0069444444	0.99305556	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.86625716	0.0069444444	0.99305556
2R	13900000	14000000	paired	self	1	114	0.0086956522	0.99130435	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.69058263	0.0086956522	0.99130435
2R	13910000	14010000	paired	self	1	114	0.0086956522	0.99130435	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.69058263	0.0086956522	0.99130435
2R	13920000	14020000	paired	self	1	114	0.0086956522	0.99130435	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.69058263	0.0086956522	0.99130435
2R	13930000	14030000	paired	self	1	114	0.0086956522	0.99130435	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.69058263	0.0086956522	0.99130435
2R	13940000	14040000	paired	self	1	114	0.0086956522	0.99130435	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.69058263	0.0086956522	0.99130435
2R	13950000	14050000	paired	self	1	114	0.0086956522	0.99130435	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.69058263	0.0086956522	0.99130435
2R	13960000	14060000	paired	self	1	114	0.0086956522	0.99130435	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.69058263	0.0086956522	0.99130435
2R	13970000	14070000	paired	self	1	114	0.0086956522	0.99130435	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.69058263	0.0086956522	0.99130435
2R	13980000	14080000	paired	self	1	114	0.0086956522	0.99130435	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.69058263	0.0086956522	0.99130435
2R	13990000	14090000	paired	self	1	114	0.0086956522	0.99130435	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.69058263	0.0086956522	0.99130435
2R	14100000	14200000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	14110000	14210000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	14120000	14220000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	14130000	14230000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	14140000	14240000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	14150000	14250000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	14160000	14260000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	14170000	14270000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	14180000	14280000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	14190000	14290000	paired	self	1	128	0.007751938	0.99224806	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.77539103	0.007751938	0.99224806
2R	16600000	16700000	paired	self	2	119	0.016528926	0.98347107	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.72087135	0.016528926	0.98347107
2R	16610000	16710000	paired	self	2	119	0.016528926	0.98347107	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.72087135	0.016528926	0.98347107
2R	16620000	16720000	paired	self	2	119	0.016528926	0.98347107	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.72087135	0.016528926	0.98347107
2R	16630000	16730000	paired	self	2	119	0.016528926	0.98347107	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.72087135	0.016528926	0.98347107
2R	16640000	16740000	paired	self	2	119	0.016528926	0.98347107	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.72087135	0.016528926	0.98347107
2R	16650000	16750000	paired	self	2	119	0.016528926	0.98347107	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.72087135	0.016528926	0.98347107
2R	16660000	16760000	paired	self	2	119	0.016528926	0.98347107	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.72087135	0.016528926	0.98347107
2R	16670000	16770000	paired	self	2	119	0.016528926	0.98347107	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.72087135	0.016528926	0.98347107
2R	16680000	16780000	paired	self	2	119	0.016528926	0.98347107	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.72087135	0.016528926	0.98347107
2R	16690000	16790000	paired	self	2	119	0.016528926	0.98347107	2.0006202e-05	2.4153423e-05	2.4207214e-05	100000	10000	0.012115485	0.72087135	0.016528926	0.98347107
2R	16800000	16900000	paired	self	1	139	0.0071428571	0.99285714	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.84202619	0.0071428571	0.99285714
2R	16810000	16910000	paired	self	1	139	0.0071428571	0.99285714	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.84202619	0.0071428571	0.99285714
2R	16820000	16920000	paired	self	1	139	0.0071428571	0.99285714	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.84202619	0.0071428571	0.99285714
2R	16830000	16930000	paired	self	1	139	0.0071428571	0.99285714	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.84202619	0.0071428571	0.99285714
2R	16840000	16940000	paired	self	1	139	0.0071428571	0.99285714	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.84202619	0.0071428571	0.99285714
2R	16850000	16950000	paired	self	1	139	0.0071428571	0.99285714	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.84202619	0.0071428571	0.99285714
2R	16860000	16960000	paired	self	1	139	0.0071428571	0.99285714	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.84202619	0.0071428571	0.99285714
2R	16870000	16970000	paired	self	1	139	0.0071428571	0.99285714	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.84202619	0.0071428571	0.99285714
2R	16880000	16980000	paired	self	1	139	0.0071428571	0.99285714	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.84202619	0.0071428571	0.99285714
2R	16890000	16990000	paired	self	1	139	0.0071428571	0.99285714	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.84202619	0.0071428571	0.99285714
2R	17500000	17600000	paired	self	1	170	0.0058479532	0.99415205	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	1.0298162	0.0058479532	0.99415205
2R	17510000	17610000	paired	self	1	170	0.0058479532	0.99415205	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	1.0298162	0.0058479532	0.99415205
2R	17520000	17620000	paired	self	1	170	0.0058479532	0.99415205	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	1.0298162	0.0058479532	0.99415205
2R	17530000	17630000	paired	self	1	170	0.0058479532	0.99415205	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	1.0298162	0.0058479532	0.99415205
2R	17540000	17640000	paired	self	1	170	0.0058479532	0.99415205	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	1.0298162	0.0058479532	0.99415205
2R	17550000	17650000	paired	self	1	170	0.0058479532	0.99415205	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	1.0298162	0.0058479532	0.99415205
2R	17560000	17660000	paired	self	1	170	0.0058479532	0.99415205	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	1.0298162	0.0058479532	0.99415205
2R	17570000	17670000	paired	self	1	170	0.0058479532	0.99415205	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	1.0298162	0.0058479532	0.99415205
2R	17580000	17680000	paired	self	1	170	0.0058479532	0.99415205	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	1.0298162	0.0058479532	0.99415205
2R	17590000	17690000	paired	self	1	170	0.0058479532	0.99415205	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	1.0298162	0.0058479532	0.99415205
2R	19200000	19300000	paired	self	1	146	0.0068027211	0.99319728	1.0003101e-05	1.2076711e-05	1.2103607e-05	100000	10000	0.0060577424	0.88443039	0.0068027211	0.99319728
